grace\01\00009.wav=Adam, @14316
grace\07\03379.wav=Were we?@957500
grace\07\03380.wav=yes, it should help him to hear that it's not that simple...@957756
grace\07\03381.wav=Uhh...@958076
grace\07\03382.wav=Uhh...@958180
grace\07\03383.wav=Trip...@958292
grace\07\03384.wav=Trip... @958408
grace\07\03385.wav=we... uhh...@958528
grace\07\03386.wav=Ah, good, you're asking questions, see, that helps...@958772
grace\07\03387.wav=So that's how you see it, Trip, that you're 'taking care of me'...?@959192
grace\07\03388.wav=That's how it's always worked with us, Trip, you always seem to know exactly what I want... @959752
grace\07\03389.wav=you're saying I'm not... very... loving?@960272
grace\07\03390.wav=Trip...@960520
grace\07\03391.wav=we... uhh...@960636
grace\07\03392.wav=Trip, if you bring that up one more time tonight... @960880
grace\07\03393.wav=he proposed to me in front of my goddamn parents, did you know that?@961348
grace\07\03394.wav=You know, I used to like Christmas Eve...@961784
grace\07\03395.wav=Uhh... @962028
grace\07\03396.wav=it's not that I don't care for Trip, of course I do...@962260
grace\07\03397.wav=Uhh...@962556
grace\07\03398.wav=See,@962664
grace\07\03399.wav=I...@962760
grace\07\03400.wav=You want me to say I love you, Trip?  I can say it.  I love you.@963000
grace\07\03401.wav=Ah, you want to know more, good, that might help him...@963452
grace\07\03402.wav=Uhh...@963752
grace\07\03403.wav=See, @963860
grace\07\03404.wav=I... uhh... I've been very lonely.@964016
grace\07\03405.wav=I don't... uhh...  @964252
grace\07\03406.wav=Trip, I'm tired of pretending that I'm happy... I can't do it anymore...@964568
grace\07\03407.wav=Trip...@964944
grace\07\03408.wav=Trip, I... we... uhh...@965076
grace\07\03409.wav=Uhh, Trip, come on, I'm sure I must have acted happy when you proposed to me.@965428
grace\07\03410.wav=Trip...@965824
grace\07\03411.wav=See,@965936
grace\07\03412.wav=Trip always says, Grace, you're the only person I've ever loved...@966172
grace\07\03413.wav=and I'm the only person you've ever loved...@966604
grace\07\03414.wav=Ah, good, just you saying that helps me...@966952
grace\07\03415.wav=See,@967204
grace\07\03416.wav=it's just really hard to deal with Trip's idealistic view of everything...@967480
grace\07\03417.wav=No?@967860
grace\07\03418.wav=Ah, you disagree, see, that might actually help him...@968076
grace\07\03419.wav=Hmm, I'm not sure everybody here believes you, Trip.@968492
grace\07\03420.wav=Well... uhh... this is the first time you've actually come out and said that, Trip.@968956
grace\07\03421.wav=Trip, can't you see, it's the way you speak, the way you talk to me...!@969520
grace\07\03422.wav=You tell me what to do, you don't listen.@969988
grace\07\03423.wav=Ah, you disagree, see, that really helps us...@970332
grace\07\03424.wav=See, Trip, you've always been this way, from the moment you proposed to me...@970776
grace\07\03425.wav=Uhh...@971164
grace\07\03426.wav=Oh my God...@971288
grace\07\03427.wav=Ah, you disagree, see, that might actually help him...@971540
grace\07\03428.wav=See, Trip, you claim you're 'reaching out', but really, you're... you're holding things back...@972008
grace\07\03429.wav=Uhh...@972468
grace\07\03430.wav=You know, I... uhh... I really don't have anyone to talk to...@972696
grace\07\03431.wav=Heh, my so-called 'friends', they're just jealous of us, if you can believe that...@973208
grace\07\03432.wav=Ah, see, those words really help us...@973696
grace\07\03433.wav=you've been a friend, ever since you first introduced us...@974060
grace\07\03434.wav=you're saying I'm... afraid?@974420
grace\07\03435.wav=You know, anytime we talk about the past... especially college...@974752
grace\07\03436.wav=I get this sharp pain in my stomach...@975184
grace\07\03437.wav=Ah, you want to know more... thanks, that -- that helps me...@975540
grace\07\03438.wav=Uhh...@975864
grace\07\03439.wav=Ah, you want to know more... see, that might help him...@976080
grace\07\03440.wav=It's just a feeling Trip, I can't explain it...@976492
grace\07\03441.wav='commitment'?@976792
grace\07\03442.wav=Ah, you disagree!  See, that really helps us...@977024
grace\07\03443.wav=Uhh, God...@977304
grace\07\03444.wav=Yes, the truth is, yes, I think so!@977496
grace\07\03445.wav=Ah, you agree, see, that really helps my sanity...@977828
grace\07\03446.wav=See, Trip, it's that you're afraid to ask me what I feel about you.@978264
grace\07\03447.wav=Ah, you agree, see, that might really help him...@978708
grace\07\03448.wav=D -- divorced?  You -- you don't think we should get divorced?@979120
grace\07\03449.wav=Th -- uhh... therapy?  uhh... you think we need therapy?@979560
grace\07\03450.wav=you're saying I'm... a loving person?@979928
grace\07\03451.wav=Uhh...@980156
grace\07\03452.wav=Uhh...@980260
grace\07\03453.wav=you're saying I'm... loving?@980408
grace\07\03454.wav=You know, Trip is always hinting that I'm... I'm some kind of... cold, distant person...@980800
grace\07\03455.wav=But I'm not!  @981268
grace\07\03456.wav=I... I mean, I, I -- I mean, I used to be...@981480
grace\07\03457.wav=Ah, good, you want to understand, see, that helps me...@981864
grace\07\03458.wav=You remember me in college, I was very social, with all of my... artist friends...@982368
grace\07\03459.wav=See, the thing is, it just depends on who I'm with!@982896
grace\07\03460.wav=uhh...@983180
grace\07\03461.wav=Uhh...@983284
grace\07\03462.wav=Uhh...@983388
grace\07\03463.wav=you're saying I'm lying?@983532
grace\07\03464.wav=What?  Oh my God.  @983740
grace\07\03465.wav=that's what you think?@983936
grace\07\03466.wav=do you think that's true?@984148
grace\07\03467.wav=Oh my God... you think I'm making this up...?!@984408
grace\07\03468.wav=Oh, thank God you disagree, that helps...@984764
grace\07\03469.wav=Trip, don't tell me I'm pretending about any of this!@985144
grace\07\03470.wav=Trip, you keep acting like nothing's wrong, like nothing's going on here... @985592
grace\07\03471.wav=Oh, thank God you agree, it might help him!@986068
grace\07\03472.wav=you -- you blame me for all this, don't you?@986408
grace\07\03473.wav=It's all from some mistake I made, that caused all this?@986800
grace\07\03474.wav=Oh my God... you think I'm to blame... I'm to blame for all this!@987228
grace\07\03475.wav=Oh, thank God you disagree, that helps!@987660
grace\07\03476.wav=Kids?  You think we should have kids?@987968
grace\07\03477.wav=Look I don't even want to talk about kids... @988308
grace\07\03478.wav=Ah, good, you agree, that might just help him!@988668
grace\07\03479.wav=you're saying I'm... communicative?@989008
grace\07\03480.wav=You know, Trip, whenever I really try to talk honestly about things, you...@989380
grace\07\03481.wav=you don't want to hear it!@989820
grace\07\03482.wav=I think I'm the only one who is trying to be the most honest here.@990144
grace\07\03483.wav=Ah, good, you want to understand, see, that helps me...@990616
grace\07\03484.wav=yes, I -- I need to feel safe to be able to say things...!@991044
grace\07\03485.wav=You know what's so annoying, is when you pretend to be all 'romantic'!@991524
grace\07\03486.wav=Trip, it is such an act!@991940
grace\07\03487.wav=you're saying I'm... angry?@992160
grace\07\03488.wav=You know Trip, why do you have to bring up our stupid dating anniversary?@992508
grace\07\03489.wav=It's not cute, it's just annoying.@992960
grace\07\03490.wav=You know Trip, it's so annoying when you 'reminisce' about 'the early days'...@993340
grace\07\03491.wav=It was not a happy time, Trip.@993800
grace\07\03492.wav=Trip...@994008
grace\07\03493.wav=you know, we... uhh...@994140
grace\07\03494.wav=Trip, maybe if you didn't try to 'convince' me of things, I might want them more...?!@994508
grace\07\03495.wav=Trip, that's not going to solve anything...@995020
grace\07\03496.wav=Sex?  You -- you think we should have sex?@995352
grace\07\03497.wav=Uhh, @995600
grace\07\03498.wav=right now, I can't even think about sex...@995792
grace\07\03499.wav=Oh God... @996052
grace\07\03500.wav=Oh, good, you disagree with him, that might help him!@996288
grace\08\03501.wav=No, of course, Trip, there's nothing, there's nothing... @996692
grace\08\03502.wav=Oh God... @997012
grace\08\03503.wav=Uhh... do you think it helps me for you to say that?@997244
grace\08\03504.wav=No, no no no no no, our -- our 'friend' is just trying to... to confuse me or something... @997732
grace\08\03505.wav=What...?  Are you trying to say... I might not love Trip?@998288
grace\08\03506.wav=Oh, god, I -- is that... is that what you think is happening here?!@998724
grace\08\03507.wav=Oh, God, well at least you're taking it back, I -- I think... @999192
grace\08\03508.wav=Oh God, no, to suggest that I don't love Trip is... it's going too far!@999684
grace\08\03509.wav=What?!@1000057
grace\08\03510.wav=Is -- is that really what you think?!@1000236
grace\08\03511.wav=What?@1000472
grace\08\03512.wav=Ah, you disagree, good, that should help him!@1000668
grace\08\03513.wav=Uhh, Trip...@1000940
grace\08\03514.wav=Look, if we're going to talk about marriage, all I can say is, it doesn't turn out the way you expect it to.@1001336
grace\08\03515.wav=I'm not saying marriage is a bad idea or something, I'm just... @1001996
grace\08\03516.wav=saying I think it's hard to predict what it will actually be like...@1002492
grace\08\03517.wav=Ah, thank you, it helps us to hear that!@1002932
grace\08\03518.wav=Trip, I just expected being married to be different, that's all...@1003340
grace\08\03519.wav=The thing about divorce... I -- I never used to be able to imagine myself as divorced...@1003904
grace\08\03520.wav=well...@1004344
grace\08\03521.wav=And now, I -- I don't know, I really don't know...@1004552
grace\08\03522.wav=Ah, thank you, you disagree, that really helps us!@1004944
grace\08\03523.wav=We can't pretend that's not a possibility, Trip, we have to talk about it!@1005420
grace\08\03524.wav=Sex, sex, sex, why is sex such a big deal?@1005916
grace\08\03525.wav=Why do people always talk about it so much, when it just makes so many people so unhappy?@1006412
grace\08\03526.wav=Look, I know sex is supposed to be some sort of barometer for how healthy your marriage is... @1007076
grace\08\03527.wav=Yeah.@1007536
grace\08\03528.wav=No, look, I'm just saying... sex seems like it's more trouble than it's worth.@1007816
grace\08\03529.wav=It does!@1008224
grace\08\03530.wav=Uhh...@1008336
grace\08\03531.wav=Don't blame this on me.@1008492
grace\08\03532.wav=Trip...@1008672
grace\08\03533.wav=Look, I'm sorry, sex is... it's really just more trouble than it's worth.@1008952
grace\08\03534.wav=It makes people unhappy, it does!@1009404
grace\08\03535.wav=If you're talking about infidelity, heh, the interesting thing is, @1009768
grace\08\03536.wav=if -- if you think about doing it, ... you know it's wrong... @1010228
grace\08\03537.wav=But I think you only really understand how bad it is if your spouse does it... @1010740
grace\08\03538.wav=Right?@1011144
grace\08\03539.wav=Ah, you agree, thank you, that helps me to hear that.@1011360
grace\08\03540.wav=Yes, good, saying that might help Trip, he's very uncomfortable about this for some reason...@1011880
grace\08\03541.wav=Uhh, that brass bull... it's just so infuriating... @1012452
grace\08\03542.wav=How you put that goddamn 'gift' on display in our own living room!!!@1012900
grace\08\03543.wav=Ah, thank you, see, just saying that helps us...@1013352
grace\08\03544.wav=What makes her so important?   Why do I feel like I'm competing against her?@1013820
grace\08\03545.wav=Yes, good, ask questions, that might us understand this!@1014352
grace\08\03546.wav=Mmm...@1014660
grace\08\03547.wav=you're saying I'm... depressing?@1016812
grace\08\03548.wav=Well I suppose anyone in my situation would be!@1017152
grace\08\03549.wav=You mean like a hamster or something?@1017496
grace\08\03550.wav=you're saying I'm... controlling?@1017780
grace\08\03551.wav=That's ridiculous!  How can you say that?@1018096
grace\08\03552.wav=you're saying I'm... not depressing?@1018412
grace\08\03553.wav=These days, I don't know if that's true...@1018716
grace\08\03554.wav=you're saying I'm... not communicative?@1019060
grace\08\03555.wav=No, that's just wrong, I'm the one here who is able to actually say things...@1019476
grace\08\03556.wav=What the hell are you talking about?!  That makes no sense!@1019996
grace\08\03557.wav=Where did that come from?  You're making no sense!@1020428
grace\08\03558.wav=What?!?  That's awful, where did that come from?  You're acting ridiculous!@1020884
grace\08\03559.wav=What?!?  That's really rude, where did that come from?  You're acting crazy!@1021428
grace\08\03560.wav=Oh,@1021812
grace\08\03561.wav=look, I know you're trying to help, but right now we just need get this all out in the open...@1022116
grace\08\03562.wav=Oh, @1022572
grace\08\03563.wav=thanks, but, what we need right now is to just get all this out in the open...@1022856
grace\08\03564.wav=No, please don't take sides, it's going to do more harm than good!@1023404
grace\08\03565.wav=No, please stop taking sides, it's just going to make it worse!@1023896
grace\08\03566.wav=Look, you're going to really make it bad if you keep criticizing me!@1024392
grace\08\03567.wav=Look, at this point, criticizing me is just going to make it really really bad!@1024944
grace\08\03568.wav=You're saying I'm... not depressed?  Uhh... well...@1014852
grace\08\03569.wav=you're saying I'm... not afraid?  Uhh... well... @1015216
grace\08\03570.wav=you're saying I should... not paint?@1015564
grace\08\03571.wav=you're saying I should... not quit my job?@1015880
grace\08\03572.wav=no, I'm the one being controlled here!@1016216
grace\08\03573.wav=you're saying I'm... not angry?  Yeah...@1016520
grace\08\03574.wav=go over and talk to Trip.  Go over there.  We need to talk about Trip.@1047172
grace\08\03575.wav=go over and talk to Trip.  Go over there.  We need to keep talking about Trip.@1047716
grace\08\03576.wav=why don't you stand between us, we need to talk about both of us.@1048288
grace\08\03577.wav=why don't you stand between us, we need to keep talking about both of us.@1048840
grace\08\03578.wav=Yeah, good, @1049244
grace\08\03579.wav=stay over there, let's talk about Trip.@1049464
grace\08\03580.wav=Yeah, good, @1049716
grace\08\03581.wav=stay over there, let's keep talking about Trip.@1049952
grace\08\03582.wav=Yeah, good, @1050236
grace\08\03583.wav=keep standing there between us, we need to talk about us both.  @1050524
grace\08\03584.wav=Yeah, good, @1050884
grace\08\03585.wav=keep standing there between us, we need to keep talking about us both.  @1051188
grace\08\03586.wav=explain this to me!@1051620
grace\08\03587.wav=what is it, is there something about me?@1051872
grace\08\03588.wav=if there's something about me, just tell me what it is!@1052248
grace\08\03589.wav=what, is there something I should do?@1052628
grace\08\03590.wav=give me some advice here...!@1052920
grace\08\03591.wav=tell me how I should be... I mean...@1053180
grace\08\03592.wav=maybe you can explain this to me...@1053488
grace\08\03593.wav=I mean, is there something about me...@1053784
grace\08\03594.wav=if there's something about me, please tell me what it is...@1054140
grace\08\03595.wav=I mean, is there something I should do...?@1054532
grace\08\03596.wav=please give me some advice here...@1054848
grace\08\03597.wav=just tell me how I should be... I -- I mean...@1055144
grace\08\03598.wav=I mean, @1055420
grace\08\03599.wav=I mean, @1055544
grace\08\03600.wav=I mean, @1055668
grace\08\03601.wav=I mean, @1055792
grace\08\03602.wav=explain this to him!@1055960
grace\08\03603.wav=help him understand!@1056176
grace\08\03604.wav=could you give him some advice or something!@1056440
grace\08\03605.wav=maybe he needs to hear it from you!@1056780
grace\08\03606.wav=Oh God, I cannot believe this...@1057068
grace\08\03607.wav=oh my god...@1057296
grace\08\03608.wav=Uhh, this is insane...@1057464
grace\08\03609.wav=Uhh, I can't believe this...@1057684
grace\08\03610.wav=Goddammit...@1057900
grace\08\03611.wav=Uhh...@1058028
grace\08\03612.wav=Uhh...@1058132
grace\08\03613.wav=Uhh...@1058236
grace\08\03614.wav=Uhh...@1058340
grace\08\03615.wav=Uhh...@1058444
grace\08\03616.wav=What... I just...@1058576
grace\08\03617.wav=Oh god...@1058736
grace\08\03618.wav=this is so...@1058876
grace\08\03619.wav=You know... uhh...@1059024
grace\08\03620.wav=Why can't... uhh...@1059200
grace\08\03621.wav=How can you say...@1059384
grace\08\03622.wav=Why can't... uhh...@1059560
grace\08\03623.wav=Uhh...@1059716
grace\08\03624.wav=Uhh...@1059820
grace\08\03625.wav=Uhh...@1059924
grace\08\03626.wav=Uhh...@1060028
grace\08\03627.wav=Uhh...@1060132
grace\08\03628.wav=Uhh...@1060236
grace\08\03629.wav=Uhh...@1060340
grace\08\03630.wav=Uhh...@1060444
grace\08\03631.wav=Uhh...@1060548
grace\08\03632.wav=Uhh...@1060652
grace\08\03633.wav=Why is this happening?  Why is he doing this to me?@1060860
grace\08\03634.wav=What is his problem?  Tell me please, what is his problem?@1061268
grace\08\03635.wav=Is it me?  Tell me if it's me...@1061648
grace\08\03636.wav=No, just give me a second, please... uhh...@1061940
grace\08\03637.wav=No, don't, just leave me alone for a second... uhh...@1062308
grace\08\03638.wav=No, don't, just give me a minute, please?  uhh...@1062696
grace\08\03639.wav=Look, do you want me to leave?  I can't take this.  I'm going to leave.@1063124
grace\08\03640.wav=Uhh, what's happening... why is this happening...@1063572
grace\08\03641.wav=Oh God, would everyone please stop turning against me! Uhh!@1063972
grace\08\03642.wav=No, don't, don't even talk to me... uhh...@1064372
grace\08\03643.wav=No, no, don't say anything to me... just... uhh...@1064712
grace\08\03644.wav=No, no, don't say anything to me... just...@1065080
grace\08\03645.wav=Oh God... @1065344
grace\08\03646.wav=if you take his side in this, I swear I'll walk out the door...@1065596
grace\08\03647.wav=Oh God... @1065940
grace\08\03648.wav=what should I do... I don't know what to do...@1066148
grace\08\03649.wav=I can't... this is not... @1066460
grace\08\03650.wav=this... oh god...@1066668
grace\08\03651.wav=Oh God... @1066828
grace\08\03652.wav=I'm going to cry... this is just...@1067016
grace\08\03653.wav=No, don't... give me a second here... uhh...@1067316
grace\08\03654.wav=No, wait, I can't... I need a minute to... uhh...@1067660
grace\08\03655.wav=No, hold on, let -- let me just... I, I -- I need a... uhh...@1068041
grace\08\03656.wav=Uhh, this is too much, I can't take this...@1068448
grace\08\03657.wav=Uhh, you... uhh... does anyone... uhh...@1068752
grace\08\03658.wav=Uhh, you... uhh... somebody please, just... uhh...@1069064
grace\08\03659.wav=No, just leave me alone for a second, I don't want to... uhh...@1069488
grace\08\03660.wav=No, look, I don't want to talk to you right now... uhh...@1069932
grace\08\03661.wav=No, don't say anything to me... just leave me alone a second...@1070384
grace\08\03662.wav=Yes?@1042092
grace\08\03663.wav=Yes?@1042196
grace\08\03664.wav=Yes?@1042300
grace\08\03665.wav=Yes?@1042404
grace\08\03666.wav=Yes?@1042508
grace\08\03667.wav=Yes?@1042612
grace\08\03668.wav=No?@1042712
grace\08\03669.wav=No?@1042808
grace\08\03670.wav=No?@1042904
grace\08\03671.wav=No?@1043000
grace\08\03672.wav=No?@1043096
grace\08\03673.wav=No?@1043192
grace\08\03674.wav=Why?@1043288
grace\08\03675.wav=Why?@1043388
grace\08\03676.wav=Why?@1043488
grace\08\03677.wav=Why?@1043588
grace\08\03678.wav=Why?@1043688
grace\08\03679.wav=Why?@1043788
grace\08\03680.wav=What?@1043892
grace\08\03681.wav=What?@1044000
grace\08\03682.wav=What?@1044108
grace\08\03683.wav=What?@1044216
grace\08\03684.wav=What?@1044324
grace\08\03685.wav=What?@1044432
grace\08\03686.wav=When?@1044540
grace\08\03687.wav=When?@1044648
grace\08\03688.wav=When?@1044756
grace\08\03689.wav=When?@1044864
grace\08\03690.wav=When?@1044972
grace\08\03691.wav=When?@1045080
grace\08\03692.wav=Where?@1045188
grace\08\03693.wav=Where?@1045300
grace\08\03694.wav=Where?@1045412
grace\08\03695.wav=Where?@1045524
grace\08\03696.wav=Where?@1045636
grace\08\03697.wav=Where?@1045748
grace\08\03698.wav=Who?@1045852
grace\08\03699.wav=Who?@1045948
grace\08\03700.wav=Who?@1046044
grace\08\03701.wav=Who?@1046140
grace\08\03702.wav=Who?@1046236
grace\08\03703.wav=Who?@1046332
grace\08\03704.wav=How?@1046428
grace\08\03705.wav=How?@1046524
grace\08\03706.wav=How?@1046620
grace\08\03707.wav=How?@1046716
grace\08\03708.wav=How?@1046812
grace\08\03709.wav=How?@1046908
grace\08\03710.wav=Uhh, @1025340
grace\08\03711.wav=I think we discussed that already... @1025528
grace\08\03712.wav=you know, we already talked about that... @1025852
grace\08\03713.wav=no, please don't bring that up again...@1026184
grace\08\03714.wav=no, we already talked about that...!@1026508
grace\08\03715.wav=Oh my God,  @1026752
grace\08\03716.wav=what is it with you?  Quit it with that!@1026980
grace\08\03717.wav=why do you keep talking like this?  Uhh!@1027304
grace\08\03718.wav=didn't we already talk about that topic?  @1027664
grace\08\03719.wav=God, we already talked about that topic... @1028024
grace\08\03720.wav=God,  @1028284
grace\08\03721.wav=can we just stop talking about Trip's stuff, please?  @1028520
grace\08\03722.wav=I'm getting really tired of talking about Trip's stuff, God... @1028960
grace\08\03723.wav=from what you said before,@1029360
grace\08\03724.wav=in -- in what you said before,@1029616
grace\08\03725.wav=about marriage...@1029856
grace\08\03726.wav=about wanting things...@1030056
grace\08\03727.wav=about acting fake...@1030276
grace\08\03728.wav=about passion...@1030476
grace\08\03729.wav=about helping your spouse...@1030684
grace\08\03730.wav=about hiding things...@1030920
grace\08\03731.wav=about trust...@1031124
grace\08\03732.wav=about flirting...@1031296
grace\08\03733.wav=about forgiving...@1031484
grace\08\03734.wav=I think we've already learned something about Trip.@1031744
grace\08\03735.wav=I think that tells us something about Trip.@1032120
grace\08\03736.wav=I think that shows us something about Trip.@1032460
grace\08\03737.wav=Trip is just so...@1032760
grace\08\03738.wav=Trip can just be so...@1032972
grace\08\03739.wav=Trip is sometimes so...@1033200
grace\08\03740.wav=Oh, we're talking about me, are we?@1033448
grace\08\03741.wav=Oh, so we're talking about me, are we?@1033752
grace\08\03742.wav=Oh, we're talking about me again, are we?@1034076
grace\08\03743.wav=What?@1034328
grace\08\03744.wav=What?@1034436
grace\08\03745.wav=Trip, you're -- you're just so...@1034592
grace\08\03746.wav=Trip you -- you can just be so...@1034872
grace\08\03747.wav=Trip you -- you're sometimes so...@1035148
grace\08\03748.wav=What?@1035372
grace\08\03749.wav=What?@1035480
grace\08\03750.wav=Look, let's talk about Trip now.@1035660
grace\08\03751.wav=We should -- we should talk about Trip.@1035952
grace\08\03752.wav=No I -- I want to talk about Trip.@1036272
grace\08\03753.wav=Look, I think we should focus on Trip.@1036576
grace\08\03754.wav=No, I want us to focus on Trip.@1036896
grace\08\03755.wav=Look, why don't we talk about us, our relationship.@1037232
grace\08\03756.wav=Look, let's not focus on just me or you, let's talk about us.@1037680
grace\08\03757.wav=No let's -- let's focus on us, our relationship.@1038132
grace\08\03758.wav=No, let's switch to talking about Trip.@1038500
grace\08\03759.wav=Look, let's switch the focus to Trip.@1038832
grace\08\03760.wav=No, I, I -- I want us to focus on Trip.@1039156
grace\08\03761.wav=Let's keep talking about Trip.@1039468
grace\08\03762.wav=Let's continue focusing on Trip.@1039764
grace\08\03763.wav=Let's keep our focus on Trip.@1040052
grace\08\03764.wav=Let's talk some more about Trip.@1040332
grace\08\03765.wav=Let's keep talking about us, our relationship.@1040660
grace\08\03766.wav=Let's keep the focus on us, our relationship.@1041048
grace\08\03767.wav=Let's talk some more about us, our relationship.@1041436
grace\08\03768.wav=Ah!@1041708
grace\08\03769.wav=Ah!@1041800
grace\08\03770.wav=Aha!@1041896
grace\08\03771.wav=Ah!@1041992
grace\08\03772.wav=Okay, stop, I -- I can't do this anymore, goddammit!@1070844
grace\08\03773.wav=Okay, goddammit, I can't do this anymore, just stop!@1071272
grace\08\03774.wav=Okay, that's it, goddammit, I can't do this anymore!@1071692
grace\08\03775.wav=I know what you're hinting at...@1072036
grace\08\03776.wav=I know what you're trying to hint at...@1072316
grace\08\03777.wav=I know what you're hinting at, okay?!@1072620
grace\08\03778.wav=about me... @1072876
grace\08\03779.wav=about me... @1073032
grace\08\03780.wav=about us... @1073188
grace\08\03781.wav=about us... @1073344
grace\08\03782.wav=about art... @1073504
grace\08\03783.wav=about art... @1073668
grace\08\03784.wav=about our marriage...@1073848
grace\08\03785.wav=about our marriage...@1074060
grace\08\03786.wav=about our lifestyle...@1074280
grace\08\03787.wav=about our lifestyle...@1074504
grace\08\03788.wav=No, @1074676
grace\08\03789.wav=No,  @1074776
grace\08\03790.wav=wait, please, let me speak!@1074932
grace\08\03791.wav=please, please, let me finish!@1075180
grace\08\03792.wav=Do you two want to hear the honest truth?  Huh?  @1075484
grace\08\03793.wav=Do you really want the honest truth? Huh?@1075856
grace\08\03794.wav=do you want that? @1076148
grace\08\03795.wav=are you ready for that?@1076360
grace\08\03796.wav=Trip, huh?@1076544
grace\08\03797.wav=Trip?@1076672
grace\08\03798.wav=yes or no?@1076804
grace\08\03799.wav=say something!@1076956
grace\08\03800.wav=No,  @1077096
grace\08\03801.wav=No,  @1077200
grace\08\03802.wav=just, yes or no, do you want the truth?@1077392
grace\08\03803.wav=just, yes or no, do you want to hear the truth?@1077736
grace\08\03804.wav=See, @1078008
grace\08\03805.wav=I've been listening carefully to what you've been saying tonight.@1078252
grace\08\03806.wav=I've actually been paying close attention to what you've been saying tonight.@1078768
grace\08\03809.wav=You've really been pushing me.@1079216
grace\08\03810.wav=You've been pushing me tonight.@1079480
grace\08\03811.wav=You've been trying to push me.@1079744
grace\08\03812.wav=You've tried to push me tonight.@1080012
grace\08\03813.wav=It makes me wonder if you're really my friend...?@1080332
grace\08\03814.wav=And I wonder, are -- are you really my friend...?@1080708
grace\08\03815.wav=Stop interrupting me, let me speak!@1081068
grace\08\03816.wav=Stop interrupting me, let me finish!@1081376
grace\08\03817.wav=And... we've been arguing and arguing and it's just not going anywhere.@1081788
grace\08\03818.wav=And... it's just not going anywhere, it's just been a lot of pointless bickering.@1082348
grace\08\03819.wav=I've got to ask you -- yes or no...@1082824
grace\08\03820.wav=come on -- yes or no...@1083088
grace\08\03821.wav=Do you really think that...@1083308
grace\08\03822.wav=Do you really think that...@1083544
grace\08\03823.wav=praising me...@1083760
grace\08\03824.wav=praising Trip...@1083928
grace\08\03825.wav=criticizing Trip...@1084120
grace\08\03826.wav=flirting with me...@1084316
grace\08\03827.wav=kissing me...@1084500
grace\08\03828.wav=asking if we're okay?...@1084684
grace\08\03829.wav=talking about the wedding picture...@1084936
grace\08\03830.wav=talking about italy...@1085216
grace\08\03831.wav=talking about work...@1085428
grace\08\03832.wav=talking about our apartment...@1085672
grace\08\03833.wav=talking about art...@1085920
grace\08\03834.wav=talking about my parents...@1086152
grace\08\03835.wav=talking about Trip's parents...@1086420
grace\08\03836.wav=criticizing me...@1086668
grace\08\03837.wav=flirting with Trip...@1086860
grace\08\03838.wav=kissing Trip...@1087056
grace\08\03839.wav=talking about marriage...@1087252
grace\08\03840.wav=talking about divorce...@1087492
grace\08\03841.wav=talking about sex...@1087720
grace\08\03842.wav=talking about therapy...@1087940
grace\08\03843.wav=talking about infidelity...@1088192
grace\08\03844.wav=almost always siding with Trip...@1088468
grace\08\03845.wav=acting inappropriately with me...@1088760
grace\08\03846.wav=acting inappropriately to Trip...@1089052
grace\08\03847.wav=acting like you're going to leave...@1089340
grace\08\03848.wav=leaving the room on us...@1089620
grace\08\03849.wav=telling me I'm controlling...@1089864
grace\08\03850.wav=saying that Trip is controlling...@1090136
grace\08\03851.wav=saying that Trip is loving...@1090416
grace\08\03852.wav=telling me I'm not loved...@1090676
grace\08\03853.wav=saying that Trip is not loved...@1090940
grace\08\03854.wav=telling me I'm depressing...@1091208
grace\08\03855.wav=saying that Trip is depressing...@1091472
grace\08\03856.wav=telling me I'm depressed...@1091744
grace\08\03857.wav=saying that Trip is depressed...@1092004
grace\08\03858.wav=telling me I'm communicative...@1092296
grace\08\03859.wav=saying that Trip is communicative...@1092596
grace\08\03860.wav=telling me I'm not communicative...@1092916
grace\08\03861.wav=saying that Trip is not communicative...@1093244
grace\08\03862.wav=telling me I'm afraid...@1093536
grace\08\03863.wav=saying that Trip is afraid...@1093776
grace\08\03864.wav=telling me I'm not afraid...@1094036
grace\08\03865.wav=saying that Trip is not afraid...@1094304
grace\08\03866.wav=telling me I'm angry...@1094568
grace\08\03867.wav=saying that Trip is angry...@1094804
grace\08\03868.wav=telling me I'm not angry...@1095060
grace\08\03869.wav=saying that Trip is not angry...@1095324
grace\08\03870.wav=not defending me when I asked you if I was to blame...@1095668
grace\08\03871.wav=telling me to make art...@1096024
grace\08\03872.wav=telling Trip to make art...@1096268
grace\08\03873.wav=telling me to quit my job...@1096528
grace\08\03874.wav=telling Trip to quit his job...@1096796
grace\08\03875.wav=suggesting we have more sex...@1097080
grace\08\03876.wav=suggesting we get divorced...@1097364
grace\08\03877.wav=suggesting that we separate...@1097636
grace\08\03878.wav=suggesting that we have kids...@1097916
grace\08\03879.wav=suggesting that we get a pet...@1098204
grace\08\03880.wav=and worst of all, @1098444
grace\08\03881.wav=and worst of all, @1098632
grace\08\03882.wav=saying I need to be more loving...@1098852
grace\08\03883.wav=telling me I'm lying...@1099108
grace\08\03884.wav=saying that Trip is lying...@1099332
grace\08\03885.wav=telling me I'm to blame...@1099572
grace\08\03886.wav=saying that Trip is to blame...@1099816
grace\08\03887.wav=suggesting that I don't love Trip...@1100104
grace\08\03888.wav=suggesting that Trip doesn't love me...@1100424
grace\08\03889.wav=suggesting that I'm cheating on Trip...@1100744
